mouse_button_1,mouse_button_3,mouse_X,mouse_Y
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,421
1.0,0.0,1595,422
1.0,0.0,1595,424
1.0,0.0,1595,425
1.0,0.0,1595,426
1.0,0.0,1595,427
1.0,0.0,1595,427
1.0,0.0,1595,427
1.0,0.0,1595,427
1.0,0.0,1595,427
1.0,0.0,1595,427
1.0,0.0,1595,427
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,428
1.0,0.0,1595,430
1.0,0.0,1595,433
1.0,0.0,1595,434
1.0,0.0,1595,434
1.0,0.0,1595,435
1.0,0.0,1595,436
1.0,0.0,1595,437
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,438
1.0,0.0,1595,439
1.0,0.0,1595,442
1.0,0.0,1595,445
1.0,0.0,1595,449
1.0,0.0,1595,451
1.0,0.0,1595,452
1.0,0.0,1595,453
1.0,0.0,1595,454
1.0,0.0,1595,454
1.0,0.0,1595,454
1.0,0.0,1595,454
1.0,0.0,1595,455
1.0,0.0,1595,455
1.0,0.0,1595,456
1.0,0.0,1595,459
1.0,0.0,1595,461
1.0,0.0,1595,464
1.0,0.0,1595,466
1.0,0.0,1595,466
1.0,0.0,1595,466
1.0,0.0,1595,467
1.0,0.0,1595,467
1.0,0.0,1595,467
1.0,0.0,1595,467
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,468
1.0,0.0,1595,469
1.0,0.0,1595,470
1.0,0.0,1595,470
1.0,0.0,1595,471
1.0,0.0,1595,471
1.0,0.0,1595,473
1.0,0.0,1595,474
1.0,0.0,1595,475
1.0,0.0,1595,475
1.0,0.0,1595,475
1.0,0.0,1595,475
1.0,0.0,1595,476
1.0,0.0,1595,476
1.0,0.0,1595,476
1.0,0.0,1595,476
1.0,0.0,1595,476
1.0,0.0,1595,476
1.0,0.0,1595,476
1.0,0.0,1595,476
1.0,0.0,1595,476
1.0,0.0,1595,476
1.0,0.0,1595,477
1.0,0.0,1595,478
1.0,0.0,1595,478
1.0,0.0,1595,478
1.0,0.0,1595,478
1.0,0.0,1595,478
1.0,0.0,1595,478
1.0,0.0,1595,478
1.0,0.0,1596,479
1.0,0.0,1596,479
1.0,0.0,1596,479
1.0,0.0,1596,479
1.0,0.0,1596,479
1.0,0.0,1596,479
